source_type,source_native_id,event_date,title_or_name,doi,venue,topics,candidate_family,retrieved_candidate_families,auto_in_scope,auto_primary_technology_id,auto_secondary_technology_ids,auto_confidence,auto_false_positive_type,screening_reason,evidence_excerpt,retrieval_evidence_scope,ai_prereview_status,ai_suggested_in_scope,ai_suggested_primary_technology_id,ai_review_note,gold_status,gold_in_scope,gold_primary_technology_id,reviewer_note
science,https://openalex.org/W2554200766,2016-09-01,AZSecure Hacker Assets Portal: Cyber threat intelligence and malware analysis,https://doi.org/10.1109/isi.2016.7745437,,"[""Advanced Malware Detection Techniques"", ""Spam and Phishing Detection"", ""Cybercrime and Law Enforcement Studies""]",T07,"[""T07""]",True,T03,[],HIGH,,"AI=['machine learning']; family=['malware detection', 'malware analysis', 'NO_REQUIRED_CONTEXT']","Cyber threats pose grave national security dangers to the US. Many cyber-attacks today are executed with ever-growing collection of malicious tools. Cyber threat intelligence (CTI) and malware analysis portals aim to provide knowledge and tools to help prevent and mitigate attacks. However, current CTI and malware analysis portals and techniques have been criticized for being too reactive as they rely on data collected from past cyber-attacks. Online hacker forums provide a novel source of data that can inform a proactive CTI and malware portal. This research demonstrates the AZSecure Hacker Assets Portal. This portal collects and analyzes malicious assets directly from the largely untapped and rich data source of online hacker communities by utilizing state-of-the-art machine learning techniques. This paper explores the development and evolution of the AZSecure Hacker Assets Portal. We also present key portal functionalities such as asset searching, browsing, and downloading, source code visualizations and code comparison analytics, and an interactive CTI dashboard.","OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W3138776401,2021-03-15,Security Risk Modeling in Smart Grid Critical Infrastructures in the Era of Big Data and Artificial Intelligence,https://doi.org/10.3390/su13063196,Sustainability,"[""Smart Grid Security and Resilience"", ""Network Security and Intrusion Detection"", ""Electricity Theft Detection Techniques""]",T07,"[""T07"", ""T14""]",True,T04,[],HIGH,,"AI=['artificial intelligence', 'machine learning', 'deep learning']; family=['intrusion detection', 'network', 'intrusion']","Smart grids (SG) emerged as a response to the need to modernize the electricity grid. The current security tools are almost perfect when it comes to identifying and preventing known attacks in the smart grid. Still, unfortunately, they do not quite meet the requirements of advanced cybersecurity. Adequate protection against cyber threats requires a whole set of processes and tools. Therefore, a more flexible mechanism is needed to examine data sets holistically and detect otherwise unknown threats. This is possible with big modern data analyses based on deep learning, machine learning, and artificial intelligence. Machine learning, which can rely on adaptive baseline behavior models, effectively detects new, unknown attacks. Combined known and unknown data sets based on predictive analytics and machine intelligence will decisively change the security landscape. This paper identifies the trends, problems, and challenges of cybersecurity in smart grid critical infrastructures in big data and artificial intelligence. We present an overview of the SG with its architectures and functionalities and confirm how technology has configured the modern electricity grid. A qualitative risk assessment method is presented. The most significant contributions to the reliability, safety, and efficiency of the electrical network are described. We expose levels while proposing suitable security countermeasures. Finally, the smart grid’s cybersecurity risk assessment methods for supervisory control and data acquisition are presented.","OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W2980329246,2019-01-01,"A Review of Fog Computing and Machine Learning: Concepts, Applications, Challenges, and Open Issues",https://doi.org/10.1109/access.2019.2947542,IEEE Access,"[""IoT and Edge/Fog Computing"", ""Context-Aware Activity Recognition Systems"", ""Smart Cities and Technologies""]",T08,"[""T08""]",False,,[],LOW,GENERIC_AI,AI signal ['machine learning'] present but no AI-for-cybersecurity family passed term/context rules,"Systems based on fog computing produce massive amounts of data; accordingly, an increasing number of fog computing apps and services are emerging. In addition, machine learning (ML), which is an essential area, has gained considerable progress in various research domains, including robotics, neuromorphic computing, computer graphics, natural language processing (NLP), decision-making, and speech recognition. Several researches have been proposed that study how to employ ML to settle fog computing problems. In recent years, an increasing trend has been observed in adopting ML to enhance fog computing applications and provide fog services, like efficient resource management, security, mitigating latency and energy consumption, and traffic modeling. Based on our understanding and knowledge, there is no study has yet investigated the role of ML in the fog computing paradigm. Accordingly, the current research shed light on presenting an overview of the ML functions in fog computing area. The ML application for fog computing become strong end-user and high layers services to gain profound analytics and more smart responses for needed tasks. We present a comprehensive review to underline the latest improvements in ML techniques that are associated with three aspects of fog computing: management of resource, accuracy, and security. The role of ML in edge computing is also highlighted. Moreover, other perspectives related to the ML domain, such as types of application support, technique, and dataset are provided. Lastly, research challenges and open issues are discussed.","OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W2756675797,2017-09-26,"Know Abnormal, Find Evil: Frequent Pattern Mining for Ransomware Threat Hunting and Intelligence",https://doi.org/10.1109/tetc.2017.2756908,IEEE Transactions on Emerging Topics in Computing,"[""Advanced Malware Detection Techniques"", ""Spam and Phishing Detection"", ""Network Security and Intrusion Detection""]",T08,"[""T08""]",False,,[],REJECT,NO_AI_SIGNAL,cybersecurity capability found but no AI-method anchor,"Emergence of crypto-ransomware has significantly changed the cyber threat landscape. A crypto ransomware removes data custodian access by encrypting valuable data on victims' computers and requests a ransom payment to re-instantiate custodian access by decrypting data. Timely detection of ransomware very much depends on how quickly and accurately system logs can be mined to hunt abnormalities and stop the evil. In this paper we first setup an environment to collect activity logs of 517 Locky ransomware samples, 535 Cerber ransomware samples and 572 samples of TeslaCrypt ransomware. We utilize Sequential Pattern Mining to find Maximal Frequent Patterns (MFP) of activities within different ransomware families as candidate features for classification using J48, Random Forest, Bagging and MLP algorithms. We could achieve 99 percent accuracy in detecting ransomware instances from goodware samples and 96.5 percent accuracy in detecting family of a given ransomware sample. Our results indicate usefulness and practicality of applying pattern mining techniques in detection of good features for ransomware hunting. Moreover, we showed existence of distinctive frequent patterns within different ransomware families which can be used for identification of a ransomware sample family for building intelligence about threat actors and threat profile of a given target.","OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W4384834994,2023-05-01,Generative AI for Cyber Threat-Hunting in 6G-enabled IoT Networks,https://doi.org/10.1109/ccgridw59191.2023.00018,,"[""Advanced Malware Detection Techniques"", ""Physical Unclonable Functions (PUFs) and Hardware Security"", ""Advanced Data and IoT Technologies""]",T08,"[""T08""]",True,T03,[],HIGH,,"AI=['artificial intelligence', 'transformer', 'generative AI']; family=['malware detection', 'NO_REQUIRED_CONTEXT']","The next generation of cellular technology, 6G, is being developed to enable a wide range of new applications and services for the Internet of Things (IoT). One of 6G’s main advantages for IoT applications is its ability to support much higher data rates and bandwidth as well as to support ultralow latency. However, with this increased connectivity will come to an increased risk of cyber threats, as attackers will be able to exploit the large network of connected devices. Generative Artificial Intelligence (AI) can be used to detect and prevent cyber attacks by continuously learning and adapting to new threats and vulnerabilities. In this paper, we discuss the use of generative AI for cyber threat-hunting (CTH) in 6G-enabled IoT networks. Then, we propose a new generative adversarial network (GAN) and Transformer-based model for CTH in 6Genabled IoT Networks. The experimental analysis results with a new cyber security dataset demonstrate that the Transformer-based security model for CTH can detect IoT attacks with a high overall accuracy of 95%. We examine the challenges and opportunities and conclude by highlighting the potential of generative AI in enhancing the security of 6G-enabled IoT networks and call for further research to be conducted in this area.","OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W3109078334,2020-12-02,Trailblazing the Artificial Intelligence for Cybersecurity Discipline,https://doi.org/10.1145/3430360,ACM Transactions on Management Information Systems,"[""Information and Cyber Security"", ""Network Security and Intrusion Detection"", ""Anomaly Detection Techniques and Applications""]",T08,"[""T08"", ""T12"", ""T13""]",True,T04,[],HIGH,,"AI=['artificial intelligence']; family=['intrusion detection', 'network', 'intrusion']","Cybersecurity has rapidly emerged as a grand societal challenge of the 21st century. Innovative solutions to proactively tackle emerging cybersecurity challenges are essential to ensuring a safe and secure society. Artificial Intelligence (AI) has rapidly emerged as a viable approach for sifting through terabytes of heterogeneous cybersecurity data to execute fundamental cybersecurity tasks, such as asset prioritization, control allocation, vulnerability management, and threat detection, with unprecedented efficiency and effectiveness. Despite its initial promise, AI and cybersecurity have been traditionally siloed disciplines that relied on disparate knowledge and methodologies. Consequently, the AI for Cybersecurity discipline is in its nascency. In this article, we aim to provide an important step to progress the AI for Cybersecurity discipline. We first provide an overview of prevailing cybersecurity data, summarize extant AI for Cybersecurity application areas, and identify key limitations in the prevailing landscape. Based on these key issues, we offer a multi-disciplinary AI for Cybersecurity roadmap that centers on major themes such as cybersecurity applications and data, advanced AI methodologies for cybersecurity, and AI-enabled decision making. To help scholars and practitioners make significant headway in tackling these grand AI for Cybersecurity issues, we summarize promising funding mechanisms from the National Science Foundation (NSF) that can support long-term, systematic research programs. We conclude this article with an introduction of the articles includ","OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W2954818883,2019-06-29,Emotion Recognition from Skeletal Movements,https://doi.org/10.3390/e21070646,Entropy,"[""Human Pose and Action Recognition"", ""Emotion and Mood Recognition"", ""Video Surveillance and Tracking Methods""]",T09,"[""T09""]",False,,[],LOW,GENERIC_AI,"AI signal ['artificial intelligence', 'neural network'] present but no AI-for-cybersecurity family passed term/context rules","Automatic emotion recognition has become an important trend in many artificial intelligence (AI) based applications and has been widely explored in recent years. Most research in the area of automated emotion recognition is based on facial expressions or speech signals. Although the influence of the emotional state on body movements is undeniable, this source of expression is still underestimated in automatic analysis. In this paper, we propose a novel method to recognise seven basic emotional states-namely, happy, sad, surprise, fear, anger, disgust and neutral-utilising body movement. We analyse motion capture data under seven basic emotional states recorded by professional actor/actresses using Microsoft Kinect v2 sensor. We propose a new representation of affective movements, based on sequences of body joints. The proposed algorithm creates a sequential model of affective movement based on low level features inferred from the spacial location and the orientation of joints within the tracked skeleton. In the experimental results, different deep neural networks were employed and compared to recognise the emotional state of the acquired motion sequences. The experimental results conducted in this work show the feasibility of automatic emotion recognition from sequences of body gestures, which can serve as an additional source of information in multimodal emotion recognition.","OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W7117979759,2026-01-01,"Leveraging AI to Fight Phishing: A Systematic Review to Explore Advantages, Challenges, New Threats, and Security Strategies in Today’s Digital Landscape",https://doi.org/10.1007/978-3-032-11515-7_15,Lecture notes in networks and systems,"[""Spam and Phishing Detection"", ""Internet of Things and AI"", ""Cybercrime and Law Enforcement Studies""]",T09,"[""T09""]",False,,[],REJECT,NO_AI_SIGNAL,cybersecurity capability found but no AI-method anchor,,"OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W4411361637,2025-06-17,Evaluating the Impact of Reinforcement Learning on Autonomous CI/CD Workflow Optimization,https://doi.org/10.20944/preprints202506.1400.v1,Preprints.org,"[""Business Process Modeling and Analysis"", ""Distributed and Parallel Computing Systems""]",T09,"[""T09""]",True,T02,[],HIGH,,"AI=['artificial intelligence', 'large language model', 'LLM']; family=['automated patch generation', 'patch generation', 'vulnerability', 'security']","The convergence of DevSecOps and generative artificial intelligence (AI) signifies a transformative paradigm in contemporary software engineering, wherein security is no longer a static checkpoint but an adaptive, continuous, and intelligent process integrated into the entire software delivery pipeline. This paper explores the evolving role of large language models (LLMs), such as GPT and CodeBERT, in automating the detection and remediation of security vulnerabilities within code repositories. As organizations increasingly adopt Infrastructure-as-Code (IaC), microservices, and distributed development practices, the complexity and scale of codebases have rendered manual code reviews and conventional static analysis tools insufficient in achieving real-time, scalable security assurances. LLMs, with their capacity to comprehend, generate, and reason over code and natural language artifacts, offer a powerful augmentation to DevSecOps workflows. This study critically examines the architecture, training paradigms, and capabilities of LLMs in context-aware vulnerability identification, contextual code explanation, and automated patch generation. By leveraging transfer learning and fine-tuning techniques on curated vulnerability datasets such as CWE (Common Weakness Enumeration) and CVE (Common Vulnerabilities and Exposures), LLMs can serve as intelligent assistants that proactively identify insecure coding patterns and suggest compliant, secure alternatives in accordance with secure coding standards like OWASP ASVS. Furthermore, we present empirical insights from experiments inte","OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W7124540903,2026-01-17,Prioritizing Feasible and Impactful Actions to Enable Secure AI Development and Use in Biology,https://doi.org/10.1002/bit.70132,Biotechnology and Bioengineering,"[""Law, AI, and Intellectual Property"", ""Bacillus and Francisella bacterial research"", ""Advanced Malware Detection Techniques""]",T09,"[""T09""]",True,T03,[],HIGH,,"AI=['artificial intelligence', 'AI agent']; family=['malware detection', 'NO_REQUIRED_CONTEXT']","As artificial intelligence continues to enhance biological innovation, the potential for misuse must be addressed to fully unlock the potential societal benefits. While significant work has been done to evaluate general-purpose AI and specialized biological design tools (BDTs) for biothreat creation risks, actionable steps to mitigate the risk of AI-enabled biothreat creation are underdeveloped. This paper provides policy and technology strategies collected from a diverse range of sources placed in the context of an organizing framework aligned with steps in the AI-enabled creation of a biothreat. After collating previous reports (typically on one or a small set of mitigation options) and evaluating the proposed mitigation options by projected feasibility and impact, we prioritize development of seven mitigation strategies (with a total of twelve individual mitigations): model unlearning and information removal techniques (a combination of five mitigations), classifier-based input and output filtering for BDTs, AI agents for biosecurity, safety bug bounty programs, ensuring enforcement of existing material/equipment protections, enhancing biosurveillance and bioattribution, and screening metadata/audit logs before DNA synthesis. We invite collaboration among policymakers, researchers, and technologists to refine and implement these strategies into a strong layered defense, ensuring that AI can be used safely and securely to the benefit of all.","OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W2240086230,2015-12-01,Research Priorities for Robust and Beneficial Artificial Intelligence,https://doi.org/10.1609/aimag.v36i4.2577,AI Magazine,"[""Artificial Intelligence in Healthcare and Education"", ""Ethics and Social Impacts of AI"", ""Explainable Artificial Intelligence (XAI)""]",T10,"[""T10""]",False,,[],LOW,GENERIC_AI,"AI signal ['artificial intelligence', 'XAI'] present but no AI-for-cybersecurity family passed term/context rules","Success in the quest for artificial intelligence has the potential to bring unprecedented benefits to humanity, and it is therefore worthwhile to investigate how to maximize these benefits while avoiding potential pitfalls. This article gives numerous examples (which should by no means be construed as an exhaustive list) of such worthwhile research aimed at ensuring that AI remains robust and beneficial.","OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W2767568774,2017-11-01,Artificial Intelligence and the Modern Productivity Paradox: A Clash of Expectations and Statistics,https://doi.org/10.3386/w24001,National Bureau of Economic Research,"[""Economic and Technological Innovation"", ""Economic Growth and Productivity""]",T10,"[""T10""]",True,T10,[],HIGH,,"AI=['artificial intelligence', 'machine learning']; family=['SOAR', 'NO_REQUIRED_CONTEXT']","We live in an age of paradox. Systems using artificial intelligence match or surpass human level performance in more and more domains, leveraging rapid advances in other technologies and driving soaring stock prices. Yet measured productivity growth has declined by half over the past decade, and real income has stagnated since the late 1990s for a majority of Americans. We describe four potential explanations for this clash of expectations and statistics: false hopes, mismeasurement, redistribution, and implementation lags. While a case can be made for each, we argue that lags have likely been the biggest contributor to the paradox. The most impressive capabilities of AI, particularly those based on machine learning, have not yet diffused widely. More importantly, like other general purpose technologies, their full effects won't be realized until waves of complementary innovations are developed and implemented. The required adjustment costs, organizational changes, and new skills can be modeled as a kind of intangible capital. A portion of the value of this intangible capital is already reflected in the market value of firms. However, going forward, national statistics could fail to measure the full benefits of the new technologies and some may even have the wrong sign.","OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W2579617530,2017-07-29,Predicting brain age with deep learning from raw imaging data results in a reliable and heritable biomarker,https://doi.org/10.1016/j.neuroimage.2017.07.059,NeuroImage,"[""Functional Brain Connectivity Studies"", ""Dementia and Cognitive Impairment Research"", ""Health, Environment, Cognitive Aging""]",T10,"[""T10""]",False,,[],LOW,GENERIC_AI,AI signal ['deep learning'] present but no AI-for-cybersecurity family passed term/context rules,,"OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W2779578326,2017-12-01,"A Standard Model of the Mind: Toward a Common Computational Framework Across Artificial Intelligence, Cognitive Science, Neuroscience, and Robotics",https://doi.org/10.1609/aimag.v38i4.2744,AI Magazine,"[""AI-based Problem Solving and Planning"", ""Topic Modeling"", ""Explainable Artificial Intelligence (XAI)""]",T10,"[""T10""]",True,T10,[],HIGH,,"AI=['artificial intelligence', 'XAI', 'AI-based']; family=['SOAR', 'NO_REQUIRED_CONTEXT']","A standard model captures a community consensus over a coherent region of science, serving as a cumulative reference point for the field that can provide guidance for both research and applications, while also focusing efforts to extend or revise it. Here we propose developing such a model for humanlike minds, computational entities whose structures and processes are substantially similar to those found in human cognition. Our hypothesis is that cognitive architectures provide the appropriate computational abstraction for defining a standard model, although the standard model is not itself such an architecture. The proposed standard model began as an initial consensus at the 2013 AAAI Fall Symposium on Integrated Cognition, but is extended here through a synthesis across three existing cognitive architectures: ACT‐R, Sigma, and Soar. The resulting standard model spans key aspects of structure and processing, memory and content, learning, and perception and motor, and highlights loci of architectural agreement as well as disagreement with the consensus while identifying potential areas of remaining incompleteness. The hope is that this work will provide an important step toward engaging the broader community in further development of the standard model of the mind.","OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W2931458697,2019-01-01,Diverging deep learning cognitive computing techniques into cyber forensics,https://doi.org/10.1016/j.fsisyn.2019.03.006,Forensic Science International Synergy,"[""Digital and Cyber Forensics"", ""Anomaly Detection Techniques and Applications"", ""Digital Media Forensic Detection""]",T11,"[""T11""]",False,,[],LOW,GENERIC_AI,"AI signal ['artificial intelligence', 'machine learning', 'deep learning'] present but no AI-for-cybersecurity family passed term/context rules","More than ever before, the world is nowadays experiencing increased cyber-attacks in all areas of our daily lives. This situation has made combating cybercrimes a daily struggle for both individuals and organisations. Furthermore, this struggle has been aggravated by the fact that today's cybercriminals have gone a step ahead and are able to employ complicated cyber-attack techniques. Some of those techniques are minuscule and inconspicuous in nature and often camouflage in the facade of authentic requests and commands. In order to combat this menace, especially after a security incident has happened, cyber security professionals as well as digital forensic investigators are always forced to sift through large and complex pools of data also known as Big Data in an effort to unveil Potential Digital Evidence (PDE) that can be used to support litigations. Gathered PDE can then be used to help investigators arrive at particular conclusions and/or decisions. In the case of cyber forensics, what makes the process even tough for investigators is the fact that Big Data often comes from multiple sources and has different file formats. Forensic investigators often have less time and budget to handle the increased demands when it comes to the analysis of these large amounts of complex data for forensic purposes. It is for this reason that the authors in this paper have realised that Deep Learning (DL), which is a subset of Artificial Intelligence (AI), has very distinct use-cases in the domain of cyber forensics, and even if many people might argue that it's not an unrivalled solutio","OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W1996767106,2012-11-13,Digital forensic research: current state of the art,https://doi.org/10.1007/s40012-012-0008-7,CSI Transactions on ICT,"[""Digital and Cyber Forensics"", ""Digital Media Forensic Detection"", ""Advanced Malware Detection Techniques""]",T11,"[""T11""]",False,,[],REJECT,NO_AI_SIGNAL,cybersecurity capability found but no AI-method anchor,"Digital forensics is the process of employing scientific principles and processes to analyze electronically stored information and determine the sequence of events which led to a particular incident. In this digital age, it is important for researchers to become aware of the recent developments in this dynamic field and understand scope for the future. The past decade has witnessed significant technological advancements to aid during a digital investigation. Many methodologies, tools and techniques have found their way into the field designed on forensic principles. Digital forensics has also witnessed many innovative approaches that have been explored to acquire and analyze digital evidence from diverse sources. In this paper, we review the research literature since 2000 and categorize developments in the field into four major categories. In recent years the exponential growth of technological has also brought with it some serious challenges for digital forensic research which is elucidated. Within each category, research is sub-classified into conceptual and practical advancements. We highlight the observations made by previous researchers and summarize the research directions for the future.","OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W4283366757,2022-06-23,Machine Learning for Wireless Sensor Networks Security: An Overview of Challenges and Issues,https://doi.org/10.3390/s22134730,Sensors,"[""Network Security and Intrusion Detection"", ""IoT-based Smart Home Systems"", ""Security in Wireless Sensor Networks""]",T11,"[""T11"", ""T13""]",True,T04,[],HIGH,,"AI=['machine learning']; family=['intrusion detection', 'network', 'intrusion']","Energy and security are major challenges in a wireless sensor network, and they work oppositely. As security complexity increases, battery drain will increase. Due to the limited power in wireless sensor networks, options to rely on the security of ordinary protocols embodied in encryption and key management are futile due to the nature of communication between sensors and the ever-changing network topology. Therefore, machine learning algorithms are one of the proposed solutions for providing security services in this type of network by including monitoring and decision intelligence. Machine learning algorithms present additional hurdles in terms of training and the amount of data required for training. This paper provides a convenient reference for wireless sensor network infrastructure and the security challenges it faces. It also discusses the possibility of benefiting from machine learning algorithms by reducing the security costs of wireless sensor networks in several domains; in addition to the challenges and proposed solutions to improving the ability of sensors to identify threats, attacks, risks, and malicious nodes through their ability to learn and self-development using machine learning algorithms. Furthermore, this paper discusses open issues related to adapting machine learning algorithms to the capabilities of sensors in this type of network.","OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W3215748564,2021-11-19,Sentiment Analysis in Social Media Data for Depression Detection Using Artificial Intelligence: A Review,https://doi.org/10.1007/s42979-021-00958-1,SN Computer Science,"[""Sentiment Analysis and Opinion Mining"", ""Spam and Phishing Detection"", ""Mental Health via Writing""]",T11,"[""T11""]",True,T05,[],HIGH,,"AI=['artificial intelligence']; family=['phishing detection', 'NO_REQUIRED_CONTEXT']",,"OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W2955915108,2019-07-04,A machine learning approach predicts essential genes and pharmacological targets in cancer,https://doi.org/10.1101/692277,bioRxiv (Cold Spring Harbor Laboratory),"[""CRISPR and Genetic Engineering"", ""Computational Drug Discovery Methods"", ""Protein Degradation and Inhibitors""]",T12,"[""T12""]",False,,[],LOW,GENERIC_AI,AI signal ['machine learning'] present but no AI-for-cybersecurity family passed term/context rules,"ABSTRACT Loss-of-function (LoF) screenings have the potential to reveal novel cancer-specific vulnerabilities, prioritize drug treatments, and inform precision medicine therapeutics. These screenings were traditionally done using shRNAs, but with the recent emergence of CRISPR technology there has been a shift in methodology. However, recent analyses have found large inconsistencies between CRISPR and shRNA essentiality results. Here, we examined the DepMap project, the largest cancer LoF effort undertaken to date, and find a lack of correlation between CRISPR and shRNA LoF results; we further characterized differences between genes found to be essential by either platform. We then introduce ECLIPSE, a machine learning approach, which combines genomic, cell line, and experimental design features to predict essential genes and platform specific essential genes in specific cancer cell lines. We applied ECLIPSE to known drug targets and found that our approach strongly differentiated drugs approved for cancer versus those that have not, and can thus be leveraged to identify potential cancer repurposing opportunities. Overall, ECLIPSE allows for a more comprehensive analysis of gene essentiality and drug development; which neither platform can achieve alone.","OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W3000491015,2020-01-07,The effect of Bellwether analysis on software vulnerability severity prediction models,https://doi.org/10.1007/s11219-019-09490-1,Software Quality Journal,"[""Software Engineering Research"", ""Software Reliability and Analysis Research"", ""Software System Performance and Reliability""]",T12,"[""T12""]",False,,[],REJECT,NO_AI_SIGNAL,cybersecurity capability found but no AI-method anchor,,"OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W3097973207,2020-01-01,Cyber Resilience in Healthcare Digital Twin on Lung Cancer,https://doi.org/10.1109/access.2020.3034324,IEEE Access,"[""Artificial Intelligence in Healthcare and Education"", ""COVID-19 diagnosis using AI"", ""Adversarial Robustness in Machine Learning""]",T12,"[""T12""]",True,T01,[],HIGH,,"AI=['artificial intelligence', 'machine learning', 'deep learning']; family=['vulnerability detection', 'software']","As a key service of the future 6G network, healthcare digital twin is the virtual replica of a person, which employs Internet of Things (IoT) technologies and AI-powered models to predict the state of health and provide suggestions to a range of clinical questions. To support healthcare digital twins, the right cyber resilience technologies and policies must be applied and maintained to preserve cyber resilience. Vulnerability detection is a fundamental technology for cyber resilience in healthcare digital twins. Recently, deep learning (DL) has been applied to address the limitations of traditional machine learning in vulnerability detection. However, it is important to consider code context relationships and pay attention on the vulnerability related keywords for searching an IoT vulnerability in healthcare digital twins. Due to massive software and complexity of healthcare digital twin, a full automatic solution is really needed for assisting cyber resilience check in the real-world scenarios. This article presents a novel scheme for recognising potential vulnerable functions to support healthcare digital twins. We develop a new deep neural model to capture bi-directional context relationships among the risky code keywords. A number of well-designed experiments are carried out on a large ground truth, which consists of tens of thousands of vulnerable and non-vulnerable functions from IoT related software. The results show our new scheme outperforms the state-of-the-art DL-based methods for vulnerability detection.","OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W4391233103,2024-01-01,The Evolution of Integrated Advance Persistent Threat and Its Defense Solutions: A Literature Review,https://doi.org/10.4236/ojbm.2024.121021,Open Journal of Business and Management,"[""Cybercrime and Law Enforcement Studies"", ""Deception detection and forensic psychology"", ""Advanced Malware Detection Techniques""]",T12,"[""T12""]",True,T03,[],HIGH,,"AI=['artificial intelligence', 'large language model']; family=['malware detection', 'NO_REQUIRED_CONTEXT']","In 2023, the dawn of Generative Artificial Intelligence, cybercriminals thrive in the underground domain of the dark web ecosystem, powered by cutting-edge technology and all sorts of Cybercrime-as-a-Service weaponry. This complete dark supply chain offers a diverse array of vicious yet non-tech savvy friendly services, from Phishing to Malware. This can significantly lower the barriers to entry for even non-tech savvy person to launch IAPT attacks against large targets such as governments and corporations, as social engineering is the only required skill which now can be augmented by Large Language Models. Despite this gruesome reality, the current academic research lacks a comprehensive understanding such arsenal of Integrated Advanced Persistent Threats (IAPT) within the dark web ecosystem. This work aims to bridge the knowledge gap with a comprehensive literature review on IAPT, which is nowadays augmented with threat infrastructure. It will analyze the attack chain, highlight notable CaaS providers and techniques, and discuss possible defense strategies with the consideration of small to medium-sized enterprises (SMEs). It will also motivate further research in the new area of Psybersecurity/Secoanalysis by incorporating psychological/psychoanalytical, sociocultural, and sociopolitical tools into cybersecurity and management.","OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
